Dim1	Dim2	id	tsne
17.8892160678741	13.1360428143166	TCGA-XF-A9SM-01A-11R-A42T-07	indegree
-12.0691897823455	-18.9642040016999	TCGA-C4-A0F1-01A-11R-A034-07	indegree
13.8945305958786	24.1992152632755	TCGA-E5-A4U1-01A-11R-A31N-07	indegree
13.2658315724821	22.6458961809443	TCGA-E7-A5KE-01A-11R-A28M-07	indegree
25.8568985484295	6.99376809690058	TCGA-FD-A3B4-01A-12R-A206-07	indegree
15.9484524546696	18.683165754658	TCGA-FD-A62P-01A-32R-A30C-07	indegree
14.2285113577473	12.4217649601196	TCGA-DK-AA74-01A-11R-A39I-07	indegree
33.2701020828999	11.6662774257638	TCGA-K4-A4AC-01A-21R-A26T-07	indegree
11.3200835564628	23.8384810898868	TCGA-E7-A4XJ-01A-11R-A26T-07	indegree
14.6943206027552	21.3383587815422	TCGA-DK-A1A7-01A-11R-A13Y-07	indegree
11.4492005446394	20.4374442246055	TCGA-GU-A42P-01A-11R-A23W-07	indegree
26.5844870560461	7.16733525913778	TCGA-4Z-AA82-01A-11R-A39I-07	indegree
27.1014563084045	-4.1283561509216	TCGA-CU-A0YN-01A-21R-A10U-07	indegree
20.0257740822498	-22.3560688147333	TCGA-XF-AAME-01A-12R-A42T-07	indegree
15.6952741563445	19.6567349269603	TCGA-KQ-A41P-01A-12R-A33J-07	indegree
13.2720723841364	21.2136577395522	TCGA-BT-A3PH-01A-11R-A220-07	indegree
10.9156636989304	7.65076657721447	TCGA-K4-A5RJ-01A-11R-A28M-07	indegree
13.7566444380431	12.2722624688262	TCGA-FD-A5BT-01A-11R-A26T-07	indegree
13.7542214366083	-9.08479444290563	TCGA-E7-A677-01A-11R-A30C-07	indegree
11.7048030647735	0.78379631912776	TCGA-FJ-A3Z7-01A-12R-A23N-07	indegree
17.6552719495447	13.5838122752534	TCGA-XF-A9SY-01A-21R-A42T-07	indegree
14.6297384770209	-1.20008543937487	TCGA-UY-A9PF-01A-11R-A38B-07	indegree
32.1552193080274	-28.3390160052553	TCGA-4Z-AA7N-01A-11R-A39I-07	indegree
14.8719720455228	19.3133273621638	TCGA-FD-A43N-01A-11R-A23W-07	indegree
11.9125665827489	21.5962489986859	TCGA-XF-A8HG-01A-11R-A36F-07	indegree
14.1743050203807	-2.866756168287	TCGA-ZF-A9R3-01A-11R-A38B-07	indegree
12.0803851920117	25.125591425886	TCGA-YF-AA3L-01A-11R-A38B-07	indegree
1.09209979442262	-3.66145584468609	TCGA-G2-A2EF-01A-12R-A18C-07	indegree
14.087553409617	-12.2882250726872	TCGA-FD-A3B7-01A-31R-A20F-07	indegree
3.60020690644213	-3.73890821836758	TCGA-XF-A9SL-01A-11R-A39I-07	indegree
14.7173424529167	-1.5902432734666	TCGA-FD-A43P-01A-31R-A23W-07	indegree
12.2443369650472	21.457668601895	TCGA-4Z-AA7S-01A-11R-A39I-07	indegree
19.3680035370875	13.4508462695942	TCGA-GC-A6I1-01A-12R-A31N-07	indegree
11.0768107790129	18.9024130301086	TCGA-YF-AA3M-01A-11R-A42T-07	indegree
18.2133203729495	13.535607070227	TCGA-UY-A9PB-01A-11R-A38B-07	indegree
12.944758180429	22.5262619555439	TCGA-XF-A8HC-01A-11R-A36F-07	indegree
15.809577429188	-8.36171764530605	TCGA-FD-A3SQ-01A-21R-A22U-07	indegree
14.2564085737002	16.1831167557586	TCGA-UY-A8OD-01A-11R-A36F-07	indegree
21.2948335473151	-22.0992125916608	TCGA-DK-A2I4-01A-11R-A21D-07	indegree
14.1522411909163	-8.4511038741175	TCGA-FD-A6TI-01A-11R-A32O-07	indegree
7.35863565061052	-2.26327615226451	TCGA-ZF-A9RE-01A-11R-A38B-07	indegree
16.4359636939105	15.7577909921689	TCGA-FD-A6TH-01A-11R-A32O-07	indegree
15.6977552136022	14.5728854819114	TCGA-XF-A9SJ-01A-11R-A39I-07	indegree
12.2236043308357	21.1609604003293	TCGA-4Z-AA7M-01A-11R-A39I-07	indegree
-8.43923605197698	-20.1958102702014	TCGA-BL-A5ZZ-01A-31R-A30C-07	indegree
13.9385905280555	-8.73176847332381	TCGA-CF-A9FM-01A-11R-A38B-07	indegree
21.2745270721589	-22.1132943952339	TCGA-GV-A3QG-01A-11R-A220-07	indegree
17.4228137843025	-11.5636967126903	TCGA-HQ-A5NE-01A-12R-A28M-07	indegree
3.57582002512508	-4.39635054460836	TCGA-BT-A20R-01A-12R-A16R-07	indegree
3.5331041764593	-28.5638358680314	TCGA-HQ-A2OF-01A-11R-A26T-07	indegree
15.3210139611724	18.6217189412842	TCGA-BT-A2LB-01A-11R-A18C-07	indegree
22.2214137874859	19.4775564135484	TCGA-PQ-A6FN-01A-11R-A31N-07	indegree
3.51706014127111	-4.7913783613792	TCGA-XF-AAN7-01A-11R-A42T-07	indegree
14.0563941277462	17.54366776228	TCGA-FD-A5BR-01A-11R-A26T-07	indegree
33.2462675097754	11.689382535424	TCGA-FD-A43Y-01A-21R-A26T-07	indegree
-10.854558240208	41.0306565918613	TCGA-DK-AA6T-01A-11R-A39I-07	indegree
11.167596040395	23.0742543342252	TCGA-CF-A9FH-01A-11R-A38B-07	indegree
18.6364876044819	13.4643799093571	TCGA-E7-A7DV-01A-11R-A33J-07	indegree
26.5904311300735	6.70037120394103	TCGA-GC-A3RC-01A-11R-A22U-07	indegree
9.15692165250635	20.9124221031518	TCGA-E5-A4TZ-01A-11R-A31N-07	indegree
10.6793746336072	11.7449571150049	TCGA-G2-AA3C-01A-21R-A39I-07	indegree
14.8056641731533	23.4321820951074	TCGA-UY-A78O-01A-12R-A33J-07	indegree
